Output format is csv.
p_name,total_qty
firebrick antique sandy medium orchid,615
firebrick snow goldenrod sandy linen,430
cyan tan steel tomato goldenrod,578
aquamarine maroon rosy almond navy,465
peach red dodger medium seashell,458
lemon sky misty brown yellow,737
honeydew sky linen floral goldenrod,430
maroon violet azure brown beige,455
violet navy blush floral midnight,695
blush puff steel rosy hot,861
turquoise azure sandy linen cornsilk,622
tan floral sienna olive seashell,520
navajo purple lemon maroon lace,725
lime thistle spring lace orchid,774
lace midnight seashell frosted chocolate,498
moccasin seashell metallic steel salmon,443
lawn navajo orange cyan chartreuse,628
pink dark violet deep dim,651
light cyan cyan deep gainsboro,511
plum maroon khaki tomato peru,543
gainsboro ghost forest goldenrod midnight,520
frosted gainsboro seashell olive navajo,662
frosted salmon olive steel drab,480
tan tomato aquamarine burnished midnight,710
lemon pink powder frosted rose,470
goldenrod purple misty ivory frosted,670
navy saddle puff gainsboro olive,711
aquamarine blue ivory purple indian,899
turquoise rose indian chocolate bisque,660
orange honeydew burnished violet moccasin,520
aquamarine deep lavender white plum,373
gainsboro brown gainsboro bisque chartreuse,805
khaki forest bisque sandy lavender,512
linen azure frosted yellow tan,259
navy thistle peru hot cornsilk,548
steel rose floral dim aquamarine,484
yellow green pink white azure,529
rose rose ghost thistle royal,539
purple purple plum coral plum,742
beige rosy chartreuse lavender orange,428
grey bisque blue sienna sandy,607
cream coral rosy lavender coral,653
forest lace floral light lemon,931
black grey dim beige bisque,724
rose hot sandy steel yellow,653
lavender cyan sienna peach turquoise,508
violet antique magenta pale sandy,627
papaya chiffon steel smoke antique,450
lime lemon sky sandy rosy,482
seashell sky moccasin lace lime,446
violet chiffon chocolate honeydew plum,495
turquoise goldenrod antique hot tomato,442
rose floral forest forest brown,354
mint maroon mint ghost dodger,689
smoke rose peach powder aquamarine,483
coral lemon powder ivory cornsilk,438
grey dark frosted olive bisque,444
indian thistle forest lavender sienna,419
seashell violet orange lime smoke,893
lemon dark slate deep plum,397
yellow brown tomato deep cornsilk,750
sienna lime chiffon floral green,496
midnight lavender ivory midnight slate,424
honeydew wheat aquamarine blanched black,430
sky coral lemon chiffon snow,555
white burlywood burnished dim peru,617
honeydew cornsilk indian turquoise powder,769
cornsilk blue lace puff almond,586
burnished rose spring violet magenta,507
hot hot chocolate peach red,470
lawn burlywood orange orange lemon,446
dim gainsboro orange dark burlywood,559
ghost thistle linen saddle tomato,461
wheat navy cornflower magenta puff,494
lawn midnight green maroon lace,718
red lemon beige smoke chocolate,479
magenta cream light purple frosted,652
papaya moccasin orchid papaya rosy,751
olive smoke blanched cornsilk thistle,656
sienna rose deep forest lime,563
mint deep pink gainsboro tomato,703
linen papaya cyan chocolate spring,579
chartreuse moccasin blue violet cornflower,681
cornsilk lawn rose navajo rose,252
lime antique royal purple wheat,426
bisque ghost midnight honeydew blue,878
puff green floral pink metallic,831
blanched grey royal rose dark,421
dodger tan ivory cornsilk black,487
dim sandy misty goldenrod peru,280
royal lace ivory tan slate,553
plum metallic almond chartreuse lace,665
purple blanched gainsboro papaya tomato,590
papaya peach firebrick dodger almond,475
metallic cornflower gainsboro chocolate beige,543
plum cornsilk white brown spring,523
steel azure sienna moccasin brown,730
cream ghost moccasin sienna deep,582
almond light snow aquamarine black,750
khaki powder sandy slate navajo,340
puff antique peach seashell seashell,467
antique coral forest honeydew beige,686
purple wheat navajo tomato drab,392
floral burnished sandy lace olive,721
medium lemon lemon rose smoke,161
goldenrod purple pink tomato saddle,214
puff maroon deep peach moccasin,582
salmon coral sandy cream frosted,367
navajo antique firebrick blush aquamarine,566
linen aquamarine lavender metallic dodger,590
cornsilk violet coral saddle medium,455
chiffon antique mint salmon powder,547
chiffon steel powder peach maroon,417
blue bisque olive chiffon tomato,604
sandy lace cyan tomato orchid,464
blush salmon chiffon steel dark,539
rose lime lace deep puff,256
cornflower bisque chocolate wheat rose,696
salmon tan thistle beige peach,566
orange linen frosted spring burlywood,228
white violet plum yellow navajo,670
hot orange coral antique linen,831
midnight blanched gainsboro burnished gainsboro,491
red chocolate chartreuse royal pink,641
purple medium slate moccasin puff,544
salmon cream peach burnished orange,551
red cornsilk rose dodger blue,583
ghost magenta lavender hot spring,444
ivory pale indian linen metallic,644
misty almond peach smoke antique,376
yellow sienna peru navy indian,458
indian sienna olive powder cyan,475
black coral seashell aquamarine red,679
steel burlywood mint mint tomato,441
lavender thistle khaki violet midnight,632
powder lawn ghost frosted slate,557
navajo plum smoke olive sandy,541
blush chocolate ghost goldenrod brown,745
navajo coral sienna peru drab,637
turquoise forest puff peach sandy,531
gainsboro beige almond dark black,450
tomato dim floral slate chiffon,325
wheat tomato spring steel lime,467
midnight orchid aquamarine light honeydew,643
peach chartreuse beige navajo magenta,627
azure maroon mint grey navy,318
grey beige slate khaki pale,507
burlywood tomato papaya frosted misty,710
peru papaya misty burlywood coral,612
peru thistle smoke salmon pink,416
honeydew steel khaki midnight powder,742
bisque linen rosy maroon metallic,588
chartreuse black lemon lavender powder,610
maroon spring spring chartreuse gainsboro,389
drab blush ivory almond misty,902
cyan red green blue firebrick,353
green goldenrod khaki lavender cyan,555
gainsboro powder floral midnight sky,439
peru lavender chartreuse chartreuse olive,510
pink powder lemon royal cornsilk,836
navy lemon deep thistle spring,450
cyan white sienna indian lace,369
powder magenta wheat chartreuse firebrick,446
burlywood saddle seashell blue peach,562
brown smoke floral medium purple,633
cream purple salmon magenta metallic,554
steel rosy frosted floral smoke,633
lace coral frosted forest blanched,367
khaki beige maroon smoke yellow,438
blush lime firebrick chocolate orchid,380
beige linen linen light green,643
goldenrod tomato green rose seashell,384
mint wheat deep blue red,624
chocolate chartreuse purple burnished honeydew,534
azure linen antique chartreuse blue,637
gainsboro chocolate hot brown navajo,675
violet bisque pale olive blue,591
papaya papaya deep rose dodger,792
chiffon aquamarine misty lemon orchid,699
wheat black turquoise puff frosted,628
gainsboro coral dim rosy tomato,305
purple antique red khaki wheat,529
slate white cornflower deep gainsboro,364
sandy lace black ghost saddle,631
red magenta hot papaya spring,609
indian ghost snow rose midnight,397
orchid midnight blue burnished plum,397
burlywood yellow pale smoke almond,619
navajo pale plum cream papaya,577
white smoke dark medium chartreuse,471
powder metallic medium aquamarine smoke,612
black chartreuse antique pink gainsboro,773
antique ivory plum dodger red,518
aquamarine magenta puff lace salmon,869
antique lavender lavender lemon cream,416
pink salmon brown steel forest,535
plum puff magenta cornsilk rose,568
indian light sandy rose orange,488
dodger blue sandy pink yellow,546
antique ivory hot cornflower bisque,450
saddle wheat beige maroon yellow,337
pink navajo white burlywood antique,597
almond magenta chocolate maroon maroon,320
ghost cyan yellow blue almond,548
blush thistle seashell red lime,331
green navajo chocolate pink smoke,817
tan firebrick orange turquoise cornflower,719
navy puff pale drab black,593
ghost pink blanched slate misty,454
red navy royal khaki puff,531
cornsilk floral beige peach spring,579
dim rose blue peach lemon,569
firebrick dim mint blush lawn,495
grey yellow lavender burnished indian,646
metallic thistle moccasin wheat medium,574
gainsboro blue wheat dark moccasin,528
pale almond seashell almond lawn,606
rose mint lawn smoke dark,530
azure plum navajo royal honeydew,469
chartreuse thistle floral mint hot,475
light royal blush almond tan,692
beige aquamarine linen beige gainsboro,583
honeydew snow almond rose seashell,440
violet misty orange lace sienna,686
peach thistle ghost blush slate,682
almond orchid coral light hot,400
honeydew cornflower midnight ivory firebrick,428
dim frosted yellow lemon peach,465
indian papaya magenta peach peach,488
bisque hot navajo indian turquoise,639
aquamarine metallic purple chocolate ghost,485
peach white almond chocolate ivory,586
tan misty magenta green puff,381
cream lawn chartreuse khaki indian,392
antique pink firebrick blush forest,608
yellow sandy smoke firebrick olive,605
antique seashell bisque beige forest,317
spring chiffon brown firebrick blush,542
metallic forest chartreuse brown chiffon,654
white sandy slate lemon sky,558
seashell gainsboro black sienna tan,528
maroon light light pale antique,465
forest indian peach slate rose,708
deep smoke dim chiffon white,410
spring slate antique firebrick lemon,330
floral thistle ghost midnight dark,447
indian deep antique wheat salmon,497
maroon ghost azure khaki chiffon,442
brown brown metallic brown yellow,667
smoke blanched indian black black,651
dodger lemon honeydew seashell black,643
dim cornflower royal forest chocolate,742
dark forest royal papaya coral,437
cream indian chocolate firebrick slate,477
smoke medium lavender snow orange,513
deep coral spring turquoise lavender,518
lime indian white misty misty,689
yellow forest papaya tan forest,383
midnight turquoise indian spring antique,701
gainsboro frosted turquoise seashell purple,583
wheat yellow sienna navy steel,523
snow steel almond cream misty,512
ivory slate saddle pink lace,562
violet beige lawn floral orchid,581
salmon linen olive orchid maroon,435
black sienna spring deep burlywood,430
blue medium dodger smoke purple,621
black linen drab medium coral,322
magenta cornsilk cyan bisque yellow,733
olive metallic turquoise green plum,794
cornflower aquamarine aquamarine linen thistle,622
purple blue indian magenta orange,579
blush spring sandy black maroon,548
powder navajo plum sienna blush,777
firebrick cornflower puff olive orange,683
cornflower navy powder peru sienna,609
indian chocolate rose orange deep,777
coral khaki slate green lace,210
powder pale goldenrod sandy spring,528
purple snow sky black powder,684
navy pale antique tomato magenta,665
coral powder smoke magenta pink,404
light peach green chartreuse cream,512
white cornflower tan cream almond,662
misty salmon azure magenta grey,610
rose dark frosted smoke snow,663
turquoise pink cream black cyan,367
slate orange maroon chartreuse dim,574
green thistle indian tomato frosted,433
maroon moccasin lime papaya maroon,776
chocolate blanched metallic black cornsilk,597
floral navy antique lawn burlywood,548
cornflower navajo magenta black deep,408
lavender salmon green navajo cyan,680
chocolate tomato indian ghost antique,653
olive ghost dodger blush bisque,521
drab almond khaki navajo mint,724
thistle saddle burlywood tan lemon,353
burnished lemon forest medium royal,705
white ivory cyan peach honeydew,527
chartreuse orange powder floral brown,781
beige deep floral bisque coral,596
puff goldenrod spring snow lavender,460
lime royal hot blanched blush,758
blush dodger navajo sienna dodger,975
steel honeydew khaki olive blanched,548
burlywood moccasin light floral light,387
lace honeydew smoke mint steel,738
aquamarine yellow seashell plum dark,516
magenta antique lace black chartreuse,590
linen seashell sienna green linen,465
moccasin metallic cornflower blue gainsboro,624
thistle mint navajo ghost lemon,589
red mint spring goldenrod purple,512
puff drab khaki light cornflower,451
burlywood orchid ivory navy rosy,663
cornflower saddle rose puff steel,862
